Image URL,ID,pitch_angle,AGL,latitude,longitude,date,time,shutter_speed,brand,model,color,type,doors,seats,powertrain,length,width,height,sunroof,roof_rack,min_price,max_price,x,y,w,h,r,rectanglelabels,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,x_min,x_max,y_min,y_max
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,byd,dolphin,gray,subcompact,4.0,5.0,ev,4125.0,1770.0,1570.0,yes,no,10.0,13.0,1035.52587890625,606.2640991210936,144.38307189941406,303.2674865722656,-18.064142807391224,49.0,1035.52587890625,606.2640991210936,1172.792305565691,561.493577979838,1266.8299461313245,849.813002522667,1129.5635194718834,894.5835236639226,1035,1266,561,894
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,buick,envision,black,suv,5.0,5.0,icev,4641.0,1883.0,1638.0,yes,no,16.0,25.0,2290.1240234375,1032.3775634765625,148.22503662109372,329.2627258300781,3.4806509541035693,71.0,2290.1240234375,1032.3775634765625,2438.075637912168,1041.3765220642977,2418.0856166460308,1370.031876000351,2270.134002171363,1361.032917412616,2270,2438,1032,1370
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,tesla,model 3,red,mid-size,4.0,5.0,ev,4724.0,1848.0,1430.0,yes,no,23.0,34.0,2043.0655517578125,120.71751403808594,162.4738311767578,344.1889953613281,-18.12685589680299,46.0,2043.0655517578125,120.71751403808594,2197.475807631434,70.1683429440265,2304.560550381693,397.27524045300765,2150.150294508072,447.8244115470672,2043,2304,70,447
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,ford,mondeo,black,mid-size,4.0,5.0,icev,4935.0,1875.0,1500.0,yes,no,13.0,21.0,2186.863037109375,586.622802734375,162.2728118896484,358.5382995605469,-12.656913414150262,70.0,2186.863037109375,586.622802734375,2345.192553633537,551.0667951435603,2423.752790264193,900.8924681184062,2265.4232737400307,936.4484757092208,2186,2423,551,936
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,volkswagen,polo,white,micro-size,5.0,5.0,icev,4053.0,1740.0,1449.0,no,no,5.0,9.0,1447.3052978515625,1936.1612548828125,151.87422180175778,323.5440979003906,-15.896486651639297,73.0,1447.3052978515625,1936.1612548828125,1593.371561880684,1894.5628683700595,1681.9903694617924,2205.734027427386,1535.9241054326708,2247.33241394014,1447,1681,1894,2247
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,buick,regal,white,mid-size,4.0,5.0,icev,4904.0,1863.0,1461.0,yes,no,12.0,21.0,593.1331787109375,705.2869873046875,165.7260589599609,353.2872619628906,-16.789779772428584,51.0,593.1331787109375,705.2869873046875,751.794507936502,657.4151873930748,853.8454299348043,995.642180379342,695.1841007092398,1043.5139802909548,593,853,657,1043
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,bmw,3 series,white,mid-size,4.0,5.0,icev,4728.0,1827.0,1452.0,yes,no,24.0,33.0,1653.6170654296875,1294.9759521484375,148.91221618652347,332.3356628417969,161.90030423674602,68.0,1653.6170654296875,1294.9759521484375,1512.07341565867,1341.2387162150326,1408.8262358456486,1025.347892262905,1550.369885616666,979.0851281963096,1408,1653,979,1341
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,mercedes-benz,glc,white,suv,5.0,5.0,icev,4826.0,1890.0,1714.0,yes,no,28.0,39.0,1443.78173828125,1345.21875,158.86061096191406,337.4457092285156,163.88340868112422,67.0,1443.78173828125,1345.21875,1291.1645382151796,1389.3173209426695,1197.4920195360169,1065.1336293093027,1350.1092196020873,1021.0350583666332,1197,1443,1021,1389
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,skoda,octavia,white,compact,4.0,5.0,icev,4753.0,1832.0,1469.0,yes,no,14.0,16.0,823.5255737304688,659.8333740234375,156.65963745117188,325.29537963867193,-15.520209822716,50.0,823.5255737304688,659.8333740234375,974.4727946559362,617.9146610039429,1061.5147659479428,931.3485124748222,910.5675450224752,973.2672254943168,823,1061,617,973
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,toyota,corolla,silver,compact,4.0,5.0,icev,4635.0,1780.0,1435.0,yes,no,7.0,12.0,634.2797241210938,1567.4803466796875,155.67442321777344,332.71600341796875,155.96186456477014,64.0,634.2797241210938,1567.4803466796875,492.106237503688,1630.8934821268235,356.57617062392507,1327.032428515156,498.7496572413307,1263.61929306802,356,634,1263,1630
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,tesla,model 3,black,mid-size,4.0,5.0,ev,4724.0,1848.0,1430.0,yes,no,23.0,34.0,229.13259887695312,1713.4724121093752,151.40579223632815,336.2575378417969,157.37467553420893,62.0,229.13259887695312,1713.4724121093752,89.37895549986739,1771.7187260317216,-39.9804423051867,1461.3394774422884,99.77320107189904,1403.093163519942,-39,229,1403,1771
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,infiniti,qx60,blue,suv,5.0,7.0,icev,5094.0,1960.0,1745.0,yes,no,7.0,22.0,1231.9468994140625,523.0398559570312,151.5982666015625,348.8453063964844,-19.589353077359043,48.0,1231.9468994140625,523.0398559570312,1374.770623693309,472.21251863149234,1491.7302595791612,800.8665789567923,1348.9065352999146,851.6939162823312,1231,1491,472,851
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,infiniti,qx60,blue,suv,5.0,7.0,icev,5094.0,1960.0,1745.0,yes,no,7.0,22.0,1231.9468994140625,523.0398559570312,151.5982666015625,348.8453063964844,-19.589353077359043,48.0,1231.9468994140625,523.0398559570312,1374.770623693309,472.21251863149234,1491.7302595791612,800.8665789567923,1348.9065352999146,851.6939162823312,1231,1491,472,851
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,honda,vezel,white,suv,5.0,5.0,icev,4380.0,1790.0,1590.0,yes,no,8.0,10.0,1825.6090087890625,1214.920166015625,146.39591979980466,302.4825134277344,165.29611036753627,69.0,1825.6090087890625,1214.920166015625,1684.0074786939108,1252.078906693192,1607.2302755359929,959.502537167546,1748.8318056311446,922.343796489979,1607,1825,922,1252
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,tesla,model y,white,mid-size,4.0,5.0,ev,4750.0,1921.0,1624.0,yes,no,25.0,36.0,1056.1785888671875,2062.37353515625,151.17970275878903,248.7662048339844,-19.622914919393192,75.0,1056.1785888671875,2062.37353515625,1198.578260786829,2011.603111055064,1282.1209949699703,2245.921774914153,1139.7213230503291,2296.69219901534,1056,1282,2011,2296
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,citroen,c5,golden,mid-size,4.0,5.0,icev,4825.0,1860.0,1480.0,no,no,1.0,7.0,1236.76416015625,1399.8114013671875,149.8910827636719,337.66650390625,163.59736035868406,66.0,1236.76416015625,1399.8114013671875,1092.9734996769012,1442.138492585207,997.621323626216,1118.214689226039,1141.411984105565,1075.8875980080195,997,1236,1075,1442
d55c23a3-DJI_0173.JPG,361,90,40,31.029460472222222,121.43554888888887,2023-09-12,16:05:59,48219/5000,harvard,h6,white,suv,5.0,5.0,icev,4703.0,1886.0,1730.0,yes,no,7.0,13.0,432.0958557128906,1624.5207519531252,170.2526397705078,345.9756164550781,159.8607687694452,63.0,432.0958557128906,1624.5207519531252,272.25267969600463,1683.1391827548885,153.1323667328311,1358.3169571898468,312.9755427497171,1299.6985263880836,153,432,1299,1683
