Image URL,ID,pitch_angle,AGL,latitude,longitude,date,time,shutter_speed,brand,model,color,type,doors,seats,powertrain,length,width,height,sunroof,roof_rack,min_price,max_price,x,y,w,h,r,rectanglelabels,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,x_min,x_max,y_min,y_max
034d616e-DJI_0376.JPG,564,90,40,31.02802772222222,121.43131022222222,2023-09-14,10:47:09,48219/5000,honda,civic,silver,compact,4,5,icev,4450,1695,1477,no,no,8,15,1970.422119140625,1864.787597656249,151.41307067871094,336.211181640625,58.60117892763351,5,1970.422119140625,1864.787597656249,2049.3071280958084,1994.027968030592,1762.3302017019696,2169.1913271492467,1683.4451927467867,2039.9509567749049,1683,2049,1864,2169
034d616e-DJI_0376.JPG,564,90,40,31.02802772222222,121.43131022222222,2023-09-14,10:47:09,48219/5000,bmw,x5,black,suv,5,5,icev,5060,2004,1779,yes,no,57,78,1898.7236328125,1701.5772705078127,161.1420440673828,358.2109375,60.49871476208977,4,1898.7236328125,1701.5772705078127,1978.0769178712,1841.826386428759,1666.3099448980847,2018.224885027272,1586.9566598393844,1877.9757691063253,1586,1978,1701,2018
034d616e-DJI_0376.JPG,564,90,40,31.02802772222222,121.43131022222222,2023-09-14,10:47:09,48219/5000,volkswagen,sagitar,red,compact,4,5,icev,4791,1801,1465,yes,no,9,14,1512.066650390625,1718.0177001953125,146.04777526855472,329.6355285644531,-119.78414204077514,3,1512.066650390625,1718.0177001953125,1439.5197887572667,1591.2624023650255,1725.6114428190958,1427.5213043836911,1798.158304452454,1554.2766022139776,1439,1798,1427,1718
034d616e-DJI_0376.JPG,564,90,40,31.02802772222222,121.43131022222222,2023-09-14,10:47:09,48219/5000,volvo,xc60,blue,suv,5,5,hev,4708,1902,1660,yes,no,27,31,1611.1549072265625,1207.0385742187502,150.06710815429688,341.0140991210937,59.577486167595126,2,1611.1549072265625,1207.0385742187502,1687.1447852000529,1336.4436567903692,1393.0832936606903,1509.123866985448,1317.0934156872,1379.718784413829,1317,1687,1207,1509
034d616e-DJI_0376.JPG,564,90,40,31.02802772222222,121.43131022222222,2023-09-14,10:47:09,48219/5000,volvo,s90,black,full-size,4,5,icev,5090,1879,1444,yes,no,28,37,1425.420654296875,846.8102416992186,157.41937255859378,366.8406372070313,54.854823582976096,1,1425.420654296875,846.8102416992186,1516.0391421872114,975.531446281876,1216.074989467808,1186.703319858333,1125.4565015774715,1057.9821152756758,1125,1516,846,1186
034d616e-DJI_0376.JPG,564,90,40,31.02802772222222,121.43131022222222,2023-09-14,10:47:09,48219/5000,honda,inspire,black,mid-size,4,5,icev,4979,1862,1449,yes,no,12,17,2087.7099609375,2033.9769287109373,153.96961975097656,347.2962341308594,64.34943881235955,6,2087.7099609375,2033.9769287109373,2154.3605471659184,2172.7729775079706,1841.2900522370192,2323.111061327243,1774.6394660086007,2184.3150125302104,1774,2154,2033,2323
ba9e0da6-DJI_0377.JPG,565,90,40,31.027864166666667,121.43132091666668,2023-09-14,10:47:14,48219/5000,buick,regal,white,mid-size,4,5,icev,4904,1863,1461,yes,no,12,21,2170.3823242187505,1359.7777099609375,150.16104125976562,326.7860107421875,64.47888455750963,10,2170.3823242187505,1359.7777099609375,2235.07826296994,1495.2870226347145,1940.177885777733,1636.0807169135687,1875.4819470265445,1500.5714042397915,1875,2235,1359,1636
ba9e0da6-DJI_0377.JPG,565,90,40,31.027864166666667,121.43132091666668,2023-09-14,10:47:14,48219/5000,audi,a3,white,compact,5,5,icev,4343,1815,1458,yes,no,13,17,2418.853515625,1847.911376953125,154.3385772705078,313.54965209960943,64.90929575824715,13,2418.853515625,1847.911376953125,2484.301174583181,1987.6861971847325,2200.338817076853,2120.647709853755,2134.891158118672,1980.872889622148,2134,2484,1847,2120
ba9e0da6-DJI_0377.JPG,565,90,40,31.027864166666667,121.43132091666668,2023-09-14,10:47:14,48219/5000,volkswagen,sagitar,red,compact,4,5,icev,4791,1801,1465,yes,no,9,14,1247.0764160156248,378.5675659179688,157.72052001953125,329.90399169921875,-118.47866066395392,3,1247.0764160156248,378.5675659179688,1171.8703166403966,239.93205440668737,1461.8541984661156,82.62346589237414,1537.060297841344,221.2589774036556,1171,1537,82,378
ba9e0da6-DJI_0377.JPG,565,90,40,31.027864166666667,121.43132091666668,2023-09-14,10:47:14,48219/5000,honda,civic,silver,compact,4,5,icev,4450,1695,1477,no,no,8,15,1700.4664306640625,544.8778686523436,148.27333068847656,325.846923828125,60.910629810554894,5,1700.4664306640625,544.8778686523436,1772.5529600009447,674.4483625219632,1487.807573556424,832.8664254655953,1415.7210442195417,703.2959315959758,1415,1772,544,832
ba9e0da6-DJI_0377.JPG,565,90,40,31.027864166666667,121.43132091666668,2023-09-14,10:47:14,48219/5000,volvo,xc60,blue,suv,5,5,hev,4708,1902,1660,yes,no,27,31,2203.42578125,1537.261962890625,148.9321746826172,317.1379089355468,61.17091465944574,11,2203.42578125,1537.261962890625,2275.2406459178555,1667.7357835154205,1997.408171290003,1820.6591935159,1925.593306622147,1690.1853728911046,1925,2275,1537,1820
ba9e0da6-DJI_0377.JPG,565,90,40,31.027864166666667,121.43132091666668,2023-09-14,10:47:14,48219/5000,bmw,4 series,blue,sports,2,4,icev,4773,1852,1395,yes,no,36,55,2330.45703125,1681.029541015625,147.97821044921875,332.41345214843744,60.81522572822815,12,2330.45703125,1681.029541015625,2402.61530157706,1810.2221677060063,2112.4011754573803,1972.3161656511247,2040.2429051303204,1843.123538960744,2040,2402,1681,1972
ba9e0da6-DJI_0377.JPG,565,90,40,31.027864166666667,121.43132091666668,2023-09-14,10:47:14,48219/5000,bmw,x5,black,suv,5,5,icev,5060,2004,1779,yes,no,57,78,1635.22216796875,370.41448974609375,160.84103393554688,351.0482482910156,63.335428928179454,4,1635.22216796875,370.41448974609375,1707.4022350619657,514.149927658512,1393.6882998685603,671.688619711158,1321.5082327753448,527.9531817987398,1321,1707,370,671
ba9e0da6-DJI_0377.JPG,565,90,40,31.027864166666667,121.43132091666668,2023-09-14,10:47:14,48219/5000,honda,inspire,black,mid-size,4,5,icev,4979,1862,1449,yes,no,12,17,1806.4239501953125,710.0094604492188,151.7306671142578,346.0801086425781,63.53989747117296,6,1806.4239501953125,710.0094604492188,1874.031270029744,845.8455589199223,1564.204834738815,1000.0500387283076,1496.5975149043838,864.213940257604,1496,1874,710,1000
ba9e0da6-DJI_0377.JPG,565,90,40,31.027864166666667,121.43132091666668,2023-09-14,10:47:14,48219/5000,volkswagen,lavida,white,compact,4,5,ev,4670,1806,1474,yes,no,3,7,1966.855712890625,903.727783203125,144.98376464843753,329.0968017578125,65.07439509086471,7,1966.855712890625,903.727783203125,2027.957833072387,1035.2071463021566,1729.5145004829292,1173.9020710835584,1668.4123803011666,1042.4227079845268,1668,2027,903,1173
