Image URL,ID,pitch_angle,AGL,latitude,longitude,date,time,shutter_speed,brand,model,color,type,doors,seats,powertrain,length,width,height,sunroof,roof_rack,min_price,max_price,x,y,w,h,r,rectanglelabels,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,x_min,x_max,y_min,y_max
d863c419-DJI_0072.JPG,72,90,40,31.0295965,121.4373912,2023/9/11,13:15:14,109657/10000,volvo,xc40,white,suv,5.0,5.0,icev,4440.0,1863.0,1657.0,yes,no,18.0,27.0,2834.9649948097126,1481.650220939576,155.76937051681998,337.500447908497,251.20973340751937,59.0,2834.9649948097126,1481.650220939576,2784.790921378013,1334.1827358912549,3104.303943037004,1225.4721967113862,3154.478016468703,1372.9396817597074,2784,3154,1225,1481
d863c419-DJI_0072.JPG,72,90,40,31.0295965,121.4373912,2023/9/11,13:15:14,109657/10000,byd,qin,orange,compact,4.0,5.0,hev,4740.0,1770.0,1480.0,yes,no,1.0,5.0,2773.045338058668,1317.5059854289452,155.76937051682,349.2243651662182,251.20973340751937,58.0,2773.045338058668,1317.5059854289452,2722.871264626968,1170.038500380624,3053.483365566914,1057.5516303120553,3103.657438998613,1205.0191153603764,2722,3103,1057,1317
d863c419-DJI_0072.JPG,72,90,40,31.0295965,121.4373912,2023/9/11,13:15:14,109657/10000,tesla,model 3,black,mid-size,4.0,5.0,ev,4724.0,1848.0,1430.0,yes,no,23.0,34.0,2708.0138909548214,1171.9896278172478,155.76937051681986,358.9875891370442,247.26571258330569,76.0,2708.0138909548214,1171.9896278172478,2647.8155643819528,1028.3224490009552,2978.9123261539507,889.5888067272649,3039.11065272682,1033.2559855435577,2647,3039,889,1171
d863c419-DJI_0072.JPG,72,90,40,31.0295965,121.4373912,2023/9/11,13:15:14,109657/10000,denza,x,blue,suv,5.0,7.0,hev,4890.0,1950.0,1725.0,yes,no,8.0,13.0,2651.728499335859,981.7879191443952,155.76937051681978,358.9875891370448,252.77997642683985,57.0,2651.728499335859,981.7879191443952,2605.6142420319065,833.0009168071239,2948.510198321448,726.725555999887,2994.6244556254005,875.5125583371583,2605,2994,726,981
d863c419-DJI_0072.JPG,72,90,40,31.0295965,121.4373912,2023/9/11,13:15:14,109657/10000,volkswagen,touran,brown,mpv,5.0,5.0,icev,4395.0,1794.0,1634.0,yes,no,1.0,6.0,2444.2976492198623,325.2109771018682,155.76937051681975,325.541471230193,252.77997642683977,55.0,2444.2976492198623,325.2109771018682,2398.18339191591,176.42397476459703,2709.1324538534445,80.05006558329649,2755.246711157397,228.83706792056768,2398,2755,80,325
d863c419-DJI_0072.JPG,72,90,40,31.0295965,121.4373912,2023/9/11,13:15:14,109657/10000,bmw,x4,black,suv,5.0,5.0,icev,4762.0,1926.0,1632.0,yes,no,38.0,57.0,2391.665940981476,155.1609115185716,155.76937051681975,348.041471230193,252.77997642683977,54.0,2391.665940981476,155.1609115185716,2345.551683677524,6.373909181300405,2677.992182227285,-96.66094230140652,2724.1064395312374,52.12606003586467,2345,2724,-96,155
d863c419-DJI_0072.JPG,72,90,40,31.0295965,121.4373912,2023/9/11,13:15:14,109657/10000,volkswagen,id.6 x,gray,suv,5.0,7.0,ev,4876.0,1848.0,1680.0,yes,no,18.0,23.0,2002.476371634662,327.0768900330997,155.7693705168195,335.33111463527524,72.40017967616023,29.0,2002.476371634662,327.0768900330997,2049.575873561961,475.5549480396836,1729.9410665069208,576.9479781819118,1682.8415645796208,428.4699201753279,1682,2049,327,576
d863c419-DJI_0072.JPG,72,90,40,31.0295965,121.4373912,2023/9/11,13:15:14,109657/10000,audi,a6l,black,full-size,4.0,5.0,icev,5038.0,1886.0,1475.0,yes,no,30.0,56.0,1887.917947818265,4.220909827367468e-13,136.0935607568039,357.8614663294841,71.03342634225464,30.0,1887.917947818265,4.220909827367468e-13,1932.1505984036764,128.70481693260317,1593.7180211748791,245.0156924076109,1549.485370589468,116.31087547500816,1549,1932,0,245
d863c419-DJI_0072.JPG,72,90,40,31.0295965,121.4373912,2023/9/11,13:15:14,109657/10000,bmw,x3,black,suv,5.0,5.0,icev,4737.0,1891.0,1689.0,yes,no,30.0,38.0,2100.2282399920705,669.142916387719,141.19141766237553,322.6282461831905,70.28896201726911,28.0,2100.2282399920705,669.142916387719,2147.848804913201,802.0613057027558,1844.1247716808875,910.8762719175992,1796.5042067597567,777.9578826025624,1796,2147,669,910
d863c419-DJI_0072.JPG,72,90,40,31.0295965,121.4373912,2023/9/11,13:15:14,109657/10000,audi,a6l,black,full-size,4.0,5.0,icev,5038.0,1886.0,1475.0,yes,no,30.0,56.0,2289.083193082752,1149.1873787301324,141.19141766237553,322.6282461831905,70.28896201726911,26.0,2289.083193082752,1149.1873787301324,2336.7037580038827,1282.1057680451695,2032.9797247715685,1390.920734260013,1985.359159850438,1258.002344944976,1985,2336,1149,1390
